kabupaten_kota;tahun;komoditas;produksi;luas_panen;produktivitas;
Pringsewu;2018;Ubijalar;1175.733426;54.2;216.9249863;
Pringsewu;2018;Ubikayu / Ketela Pohon;24334.19926;1054;230.8747558;
Pringsewu;2019;Jagung;0;0;0;
Pringsewu;2019;Kacang Hijau;54.8132;55.4;9.894079422;
Pringsewu;2019;Kacang Tamnah;13.9164614;10.8;12.88561241;
Pringsewu;2019;Kedelai;1182;897.2;13.17432011;
Pringsewu;2019;Padi;112699.15;21439.28;52.56666735;
Pringsewu;2019;Padi Ladang;0;0;0;
Pringsewu;2019;Padi Sawah;0;0;0;
Pringsewu;2019;Ubijalar;865.3621464;48;180.2837805;
Pringsewu;2019;Ubikayu / Ketela Pohon;17372.56236;707;245.7222399;
Pringsewu;2020;Jagung;0;0;0;
Pringsewu;2020;Kacang Hijau;12.5;12.2;10.24590164;
Pringsewu;2020;Kacang Tamnah;22.54494926;15.7;14.35984029;
Pringsewu;2020;Kedelai;193.3212655;120.5;16.04325855;
Pringsewu;2020;Padi;130867.36;23041.49;56.79639641;
Pringsewu;2020;Padi Ladang;0;0;0;
Pringsewu;2020;Padi Sawah;0;0;0;
Pringsewu;2020;Ubijalar;323.3804279;20;161.690214;
Pringsewu;2020;Ubikayu / Ketela Pohon;15294.8776;579;264.160235;
Pringsewu;2021;Jagung;0;0;0;
Pringsewu;2021;Kacang Hijau;15.8;18;8.777777778;
Pringsewu;2021;Kacang Tamnah;19.94190222;16;12.46368889;
Pringsewu;2021;Kedelai;70.2953856;48.4;14.52384;
Pringsewu;2021;Padi;122185.57;21574.65;56.63385965;
Pringsewu;2021;Padi Ladang;0;0;0;
Pringsewu;2021;Padi Sawah;0;0;0;
Pringsewu;2021;Ubijalar;688.2508736;37.5;183.5335663;
Pringsewu;2021;Ubikayu / Ketela Pohon;15266.58605;716.5;213.0716824;
Pringsewu;2022;Jagung;0;0;0;
Pringsewu;2022;Kacang Hijau;17.3;19;9.105263158;
Pringsewu;2022;Kacang Tamnah;5.533293223;3.9;14.18793134;
Pringsewu;2022;Kedelai;24.2342964;13.5;17.95133067;
Pringsewu;2022;Padi;137096.53;23489.05;58.36614508;
Pringsewu;2022;Padi Ladang;0;0;0;
Pringsewu;2022;Padi Sawah;0;0;0;
Pringsewu;2022;Ubijalar;34.35906977;2;171.7953488;
Pringsewu;2022;Ubikayu / Ketela Pohon;14758.34117;536.5;275.0855764;
Pringsewu;2023;Jagung;0;0;0;
Pringsewu;2023;Kacang Hijau;0;0;0;
Pringsewu;2023;Kacang Tamnah;0;0;0;
Pringsewu;2023;Kedelai;0;0;0;
Pringsewu;2023;Padi;128637.72;21752.76;59.13627512;
Pringsewu;2023;Padi Ladang;0;0;0;
Pringsewu;2023;Padi Sawah;0;0;0;
Pringsewu;2023;Ubijalar;0;0;0;
Pringsewu;2023;Ubikayu / Ketela Pohon;0;0;0;
